freshBlood,hotStreak,inactive,leaguePoints,losses,rank,summonerName,tier,veteran,wins
False,False,False,0,86,IV,Ivancwt223,platinum,False,100
False,False,False,43,86,IV,ClimbinglsHard,platinum,False,107
False,False,False,68,586,IV,Kannimane,platinum,True,605
False,False,False,0,22,IV,LessSaltPlease,platinum,False,47
False,False,False,22,174,IV,KancerKhan,platinum,False,199
False,False,False,0,283,IV,LqRookie,platinum,True,273
False,False,False,100,22,IV,OLLLLLLEEEEEH,platinum,False,54
False,False,False,0,76,IV,SpaceDadHero,platinum,False,112
False,False,False,0,36,IV,Anneth Smith,platinum,False,43
False,False,False,0,151,IV,q8god,platinum,False,201
False,False,False,31,110,IV,EU Kuwadi,platinum,False,131
False,False,False,5,47,IV,Soliss Ascended,platinum,False,41
False,False,False,0,51,IV,Agistri,platinum,False,77
False,False,False,90,78,IV,97AccountsBanned,platinum,True,89
False,False,False,0,51,IV,Leaving,platinum,False,71
True,True,False,20,153,IV,Pyregent,platinum,False,171
False,False,False,0,139,IV,Hunschback,platinum,False,176
False,False,False,100,32,IV,LancasterLaundry,platinum,False,39
False,False,False,61,92,IV,Offensive Ward,platinum,True,83
False,False,False,19,107,IV,Mazorque,platinum,False,136
False,False,False,0,113,IV,Top Need Help TY,platinum,False,157
True,False,False,100,33,IV,Synox095,platinum,False,57
False,False,False,18,198,IV,Vfy,platinum,False,226
False,False,False,60,71,IV,Vitalles,platinum,True,66
False,True,False,54,23,IV,CDI97,platinum,False,45
False,False,False,66,173,IV,Fizz ln Her Ashe,platinum,True,186
False,False,False,22,65,IV,KïngŽ,platinum,False,94
False,False,False,68,78,IV,Failunoeuz,platinum,True,72
False,False,False,100,4,IV,CrmsonFireKndred,platinum,False,11
False,True,False,0,16,IV,Poutious,platinum,False,33
False,False,False,77,5,IV,Ignorance1sbliss,platinum,False,3
False,False,False,69,24,IV,Silent Lucidity,platinum,False,41
False,False,False,0,83,IV,3o3i3,platinum,False,111
False,False,False,5,15,IV,Ugly Fat Yi,platinum,False,11
False,False,False,42,18,IV,Beyond,platinum,False,15
False,False,False,14,24,IV,Braga,platinum,False,24
False,False,False,0,62,IV,ShiNNer ,platinum,False,75
False,False,False,14,51,IV,god pIayer,platinum,False,37
False,False,False,100,99,IV,ETQM Xuesheng,platinum,False,113
False,False,False,20,255,IV,eve professor,platinum,True,255
False,False,False,0,31,IV,ChampCatOrion,platinum,False,39
True,False,False,76,89,IV,Best Fizz NA LUL,platinum,False,102
False,False,False,0,30,IV,W1ndQAQ,platinum,False,48
False,False,False,0,129,IV,xFDSK,platinum,False,109
True,True,False,0,19,IV,Polaris Rayo,platinum,False,27
False,False,False,100,39,IV,Bugzilla,platinum,False,48
False,True,False,92,61,IV,Rhyntô1220,platinum,False,70
False,False,False,76,76,IV,ASTROCHAD69,platinum,False,82
False,False,False,0,213,IV,The Crit,platinum,True,216
False,False,False,47,58,IV,pinkshark,platinum,False,44
False,False,False,0,105,IV,Take a Sh0wer,platinum,False,126
False,False,False,32,34,IV,file1g,platinum,False,64
False,True,False,0,14,IV,Popold,platinum,False,41
False,False,False,0,80,IV,soup snake,platinum,False,82
True,False,False,27,150,IV,           lbZeD,platinum,False,175
False,False,False,0,155,IV,Love play Zyra,platinum,True,156
False,False,False,23,125,IV,Sharpest Blade,platinum,True,143
False,False,False,0,204,IV,jeongbaelee,platinum,False,231
False,False,False,62,77,IV,Pinapìneapple,platinum,False,111
False,False,False,0,101,IV,jackeatsodepuss,platinum,False,116
True,False,False,25,121,IV,Canadian1mpact,platinum,False,141
False,False,False,12,451,IV,lazywuxie,platinum,False,456
True,False,False,21,80,IV,TeRealPandaSteve,platinum,False,115
False,False,False,57,51,IV,g word,platinum,False,77
False,True,False,0,17,IV,Khatastrophic,platinum,False,44
False,True,False,71,208,IV,Whoops Oneshot ,platinum,True,228
False,False,False,60,336,IV,Yamakasu,platinum,True,356
False,False,False,59,235,IV,lolloser23,platinum,True,245
False,False,False,0,22,IV,im blackkkk,platinum,False,44
False,False,False,78,16,IV,UKB LK,platinum,False,50
False,False,False,0,41,IV,GTO Shade,platinum,False,59
False,True,False,52,252,IV,hehe marta,platinum,False,264
False,False,False,64,25,IV,MordekaiserSucks,platinum,False,23
False,True,False,0,69,IV,Kyriee,platinum,False,93
True,True,False,0,39,IV,Ultr4vi0lence,platinum,False,60
False,False,False,17,189,IV,Timcarryou,platinum,False,201
False,False,False,53,63,IV,Baddinho,platinum,True,75
False,False,False,100,16,IV,TwitchDGTV,platinum,False,25
False,False,False,72,88,IV,me no jay park,platinum,False,136
False,False,False,0,33,IV,crown control,platinum,False,56
False,False,False,0,15,IV,1 Yi 9,platinum,False,18
False,False,False,47,79,IV,È R Í K,platinum,False,100
False,False,False,92,26,IV,EnragedDemeanor,platinum,False,44
False,False,False,50,21,IV,AlwaysSoNeutral,platinum,False,28
False,False,False,70,3,IV,zxcvzoxciuvjopiu,platinum,False,5
False,False,False,0,30,IV,Rip wgd20    ,platinum,False,38
False,False,False,0,118,IV,Zairah,platinum,False,138
False,True,False,45,161,IV,BIGJJ8B,platinum,False,171
False,True,False,44,301,IV,Thehoboworier,platinum,True,321
False,False,False,6,34,IV,ISISMORDEXDXDXD,platinum,False,50
False,False,False,64,346,IV,Ai Chi La Tiao,platinum,False,375
False,False,False,80,27,IV,PreschoolBully,platinum,False,43
False,False,False,31,156,IV,MuayThaiLeeSiin,platinum,False,185
False,False,False,75,139,IV,YouTube Premium,platinum,False,163
False,False,False,63,58,IV,Ekko sucks lol,platinum,True,52
False,False,False,0,137,IV,KT Jmeb,platinum,False,155
False,False,False,35,217,IV,Wandering Monkey,platinum,True,234
False,False,False,58,49,IV,Nexre,platinum,False,50
False,False,False,0,36,IV,oddbaIIs,platinum,False,60
False,False,False,18,12,IV,CivilGamer,platinum,False,8
False,False,False,29,307,IV,B00neo,platinum,True,338
False,False,False,22,85,IV,DONT SHlT ME,platinum,False,116
False,True,False,100,21,IV,Challenger Riv,platinum,False,31
False,False,False,37,116,IV,TerrorJunior,platinum,False,135
True,False,False,100,46,IV,HanSolò,platinum,False,68
False,False,False,75,101,IV,RexzCqEs,platinum,True,120
False,False,False,0,268,IV,gateologist,platinum,True,272
False,False,False,20,3,IV,s9 lmfao,platinum,False,25
False,False,False,29,32,IV,DominickDominick,platinum,False,55
False,False,False,13,55,IV,Penta uwu,platinum,False,73
True,False,False,0,89,IV,Xmasyang,platinum,False,99
False,False,False,99,23,IV,I Love Nekomimi ,platinum,False,47
False,False,False,75,106,IV,ScottPilgrimVsNA,platinum,False,131
False,False,False,0,145,IV,Xiao Lao ban Min,platinum,True,160
False,False,False,39,33,IV,Hi Im An E Girl,platinum,False,50
False,True,False,0,4,IV,icewallowcome420,platinum,False,19
False,False,False,0,13,IV,Geoduck OP,platinum,False,29
False,False,False,0,169,IV,YTTAO,platinum,True,196
False,False,False,0,319,IV,Beefvisi0n,platinum,True,332
False,True,False,61,90,IV,FufuxD,diamond,False,124
False,False,False,0,117,IV,C0NCRETE JUNGLER,diamond,False,139
False,False,False,2,124,IV,Violence Li,diamond,False,171
False,False,False,49,66,IV,G O D R A V E N,diamond,False,107
False,False,False,75,73,IV,Vieux Carre,diamond,False,80
False,False,False,14,154,IV,Ryzeini,diamond,False,159
False,False,False,0,216,IV,ForeverIronTier,diamond,False,241
False,False,False,100,168,IV,nyannyancosplay,diamond,True,195
False,False,False,75,70,IV,Meune,diamond,False,89
False,False,False,73,206,IV,LANGUAGESUCKS,diamond,True,208
False,False,False,91,474,IV,Doezzz,diamond,True,458
False,True,False,48,36,IV,XyridiusReformed,diamond,False,46
False,False,False,24,354,IV,SZ NO1 HUN,diamond,True,404
False,True,False,0,248,IV,Orochimaru,diamond,False,304
False,False,False,75,100,IV,HeartUnderI3lade,diamond,False,154
False,False,False,0,430,IV,Legends never E,diamond,True,464
False,False,False,26,91,IV,Raza,diamond,False,94
False,False,False,88,570,IV,cocodashi,diamond,True,573
False,False,False,9,260,IV,Turkish Clap ,diamond,False,270
False,False,False,70,172,IV,Clapped ur girl,diamond,True,177
False,True,False,66,47,IV,Cuck Destroyer,diamond,False,96
False,True,False,0,334,IV,SoyPong,diamond,False,398
False,False,False,21,4,IV,uoynaD,diamond,False,18
False,False,False,0,32,IV,ppipicat,diamond,False,63
False,False,False,60,135,IV,Daniel Imaicela,diamond,False,165
False,False,False,0,116,IV,8IllIlIlIlID ooo,diamond,True,110
False,False,False,62,62,IV,ıIIllIIllIIllIIı,diamond,False,89
False,False,False,31,88,IV,Hanashiii,diamond,False,103
False,False,False,28,81,IV,BiggestFLEXER NA,diamond,False,88
False,False,False,0,33,IV,AirFax,diamond,False,27
False,False,False,50,209,IV,Ccˉ,diamond,True,228
False,False,False,24,71,IV,Lf Girlfriend92,diamond,False,82
False,False,False,16,156,IV,Energia Positiva,diamond,True,156
False,True,False,100,65,IV,2018 04 14,diamond,False,81
False,False,False,0,153,IV,LANCË,diamond,False,176
False,False,False,0,211,IV,CE Kai,diamond,True,215
False,True,False,100,205,IV,hosAaa,diamond,True,222
True,False,False,0,67,IV,Neebz,diamond,False,94
False,False,False,5,135,IV,CaitlynSnowStorm,diamond,False,172
False,False,False,14,246,IV,Rhadamanthys,diamond,False,270
False,False,False,1,62,IV,SPONGEBOBFAN32,diamond,False,58
False,False,False,74,79,IV,Rivolus,diamond,False,120
False,False,False,100,38,IV,witchyhorror,diamond,False,43
False,False,False,83,44,IV,69 IQ JUNGLER,diamond,False,57
False,False,False,0,77,IV,KLuqman1,diamond,False,88
False,True,False,79,133,IV,Karieta,diamond,True,168
False,False,False,42,314,IV,Return of Steve,diamond,False,365
False,False,False,28,240,IV,Doctor HappyPon,diamond,True,282
False,True,False,45,123,IV,BlTC0IN,diamond,True,131
False,False,False,0,74,IV,Tyviana,diamond,False,118
False,False,False,0,144,IV,MushroomStampped,diamond,True,163
False,False,False,0,106,IV,Died In Alpha,diamond,False,124
False,False,False,17,92,IV,PMA,diamond,False,120
False,False,False,15,185,IV,Gemini Elf,diamond,True,194
False,False,False,15,225,IV,Blackrabbitzero,diamond,False,243
False,False,False,13,290,IV,Linear Algebra1,diamond,False,287
True,True,False,97,110,IV,NorXie,diamond,False,153
False,False,False,0,143,IV,Dïllï,diamond,False,170
False,False,False,58,329,IV,Nviy,diamond,True,368
False,True,False,0,32,IV,HUNDREDACREWOOD,diamond,False,78
False,False,False,0,28,IV,Saintio,diamond,False,62
False,False,False,30,69,IV,OEdwardalababyO,diamond,False,96
False,False,False,3,230,IV,Riven008,diamond,False,267
False,False,False,0,77,IV,FakerDreamTree,diamond,False,113
False,False,False,0,75,IV,PinkShortsss,diamond,False,126
False,True,False,32,84,IV,Xanopopo,diamond,False,115
False,False,False,33,120,IV,shrimpey,diamond,False,144
False,False,False,18,47,IV,1v9 ad carry,diamond,False,64
False,True,False,2,201,IV,Dandon39800,diamond,False,232
False,False,False,75,203,IV,Enterdoki,diamond,True,190
False,False,False,51,104,IV,Kamza,diamond,False,133
True,False,False,0,16,IV,77baobao,diamond,False,52
False,False,False,0,93,IV,MypIestory ,diamond,False,116
False,False,False,6,80,IV,Super Elite,diamond,False,112
False,False,False,84,67,IV,Happy2BHere,diamond,False,88
False,False,False,2,67,IV,Take The Lantern,diamond,False,93
False,False,False,75,299,IV,Cynicał,diamond,True,345
False,False,False,35,54,IV,VelKoz Bot,diamond,False,81
False,False,False,45,187,IV,daisy kid,diamond,True,220
False,True,False,48,45,IV,IlIlIIllIlllI,diamond,False,101
False,False,False,10,432,IV,InSaneEyeKing,diamond,True,431
False,False,False,0,193,IV, Luna dial CR,diamond,False,226
False,False,False,79,158,IV,Anh Hieu Kiaa2,diamond,True,164
False,False,False,0,57,IV,Terrible PIayer,diamond,False,112
False,False,False,40,445,IV,OneStarGeneral,diamond,True,441
False,False,False,16,34,IV,Primacy,diamond,False,52
False,True,False,45,217,IV,ILoveAnimeGirlz,diamond,True,248
True,False,False,0,85,IV,Revenge4Harambe,diamond,False,112
False,False,False,0,90,IV,Meshal Supports,diamond,False,125
False,False,False,28,260,IV,SALE YOU,diamond,False,315
False,False,False,72,52,IV,free guccin,diamond,False,87
False,False,False,0,29,IV,LAWNMOWERRRRR,diamond,False,27
False,False,False,0,48,IV,Kaori Miyazóno,diamond,False,84
True,False,False,0,153,IV,Hyparagon,diamond,False,161
False,False,False,3,209,IV,Shadow Of War,diamond,True,241
False,False,False,30,26,IV,SHUTupetSQUAT,diamond,False,44
False,False,False,0,58,IV,ske4G4342fsd,diamond,False,47
False,False,False,0,101,IV,LOLgotSued,diamond,False,141
False,False,False,24,9,IV,Prince Ojo,diamond,False,17
False,False,False,25,63,IV,RolleyPoIley,diamond,False,103
False,False,False,0,47,IV,Grandpapa Olaf ,diamond,False,83
False,False,False,43,203,IV,PSG Mbappe,diamond,True,208
False,False,False,25,209,IV,washedlikeme,diamond,False,227
False,True,False,0,97,IV,u6b47y54bv2yt4rf,diamond,False,127
False,False,False,22,42,IV,trick fanboy,diamond,False,51
False,False,False,18,31,IV,iBcHobart,diamond,False,65
True,False,False,2,181,IV,54 6f 78 69 63 ,diamond,False,224
False,False,False,14,98,IV,Pulhu,diamond,False,129
False,False,False,0,20,IV,pranape,diamond,False,56
False,False,False,0,259,IV,Behind Light,diamond,False,251
False,False,False,14,208,IV,Jamieelala,diamond,False,230
False,False,False,42,237,IV,SkulLKilLeRCa,diamond,True,281
False,True,False,57,163,IV,ookami 0v0,diamond,False,196
False,False,False,51,152,IV,jenníé,diamond,True,179
False,False,False,23,79,IV,IVAN IS SH1T,diamond,False,112
False,False,False,9,44,IV,uwu cutie ,diamond,False,78
False,False,False,25,194,IV,keonu2 twitchtv,diamond,False,234
False,False,False,1,151,IV,KwaZmodo,diamond,False,154
False,False,False,85,19,IV,jngIer,diamond,False,62
False,False,False,40,879,IV,Leara,diamond,True,882
True,False,False,0,461,IV,arbit foeva,diamond,False,459
True,True,False,0,83,IV,Yónsi,diamond,False,123
False,False,False,0,67,IV,1324354321,diamond,False,95
False,False,False,26,12,IV,HendyGod,diamond,False,47
False,False,False,42,35,IV,CuteSupportGirl,diamond,False,73
False,False,False,0,225,IV,IG Carter,diamond,True,251
False,False,False,28,59,IV,Your Agony,diamond,False,84
True,True,False,0,1,IV,TCLB Humzh,diamond,False,37
False,False,False,68,142,IV,Poubelleter,diamond,True,182
False,True,False,100,248,IV,BBoommBBoomm,diamond,True,271
False,False,False,82,199,IV,Diana Griefer ,diamond,True,223
False,False,False,55,310,IV,KnarfLoL,diamond,True,329
False,False,False,68,28,IV,bookstore,diamond,False,74
False,False,False,62,146,IV,DoubleNihg,diamond,False,135
False,True,False,0,150,IV,Hangry x Hangry,diamond,False,190
True,False,False,16,67,IV,Been Torqued,diamond,False,111
False,False,False,63,155,IV,InfoWarsRealNews,diamond,False,171
True,False,False,0,73,IV,Rena Kudo,diamond,False,117
False,False,False,91,147,IV,alexgoat,diamond,True,181
False,False,False,44,66,IV,Dont Fart Here,diamond,False,95
True,False,False,73,104,IV,GiveReasons,diamond,False,126
False,False,False,1,54,IV,0xdc,diamond,False,64
False,False,False,88,165,IV,Nino Nakanoˇ,diamond,True,219
False,False,False,21,195,IV,IzayoiSakuya719,diamond,False,243
False,False,False,0,22,IV,MANIACAL PLAYER,diamond,False,56
False,False,False,29,113,IV,Strawberry Latte,diamond,False,126
False,False,False,28,170,IV,T7 Shafty,diamond,False,210
False,False,False,40,92,IV,Aimbird,diamond,False,118
False,False,False,0,53,IV,SX 6 3 2k19,diamond,False,91
False,False,False,56,99,IV,yuxianga,diamond,False,97
False,False,False,29,325,IV,aıne,diamond,False,372
False,False,False,0,86,IV,Bart O Kavanaugh,diamond,False,110
True,False,False,27,341,IV,LuluTop69,diamond,False,362
False,False,False,68,166,IV,Dndisturb,diamond,False,162
False,True,False,75,64,IV,goodnight 301,diamond,False,116
False,False,False,0,87,IV,Zhìhéng,diamond,False,121
False,False,False,67,246,IV,NevrLuckyy,diamond,True,278
True,False,False,0,95,IV,Profoundsoup,diamond,False,145
False,False,False,29,19,IV,SPEEDO,diamond,False,47
False,False,False,0,218,IV,Kindnessˉ,diamond,False,217
True,False,False,0,49,IV,jeremy sida,diamond,False,97
False,False,False,0,106,IV,We Wendys Dude,diamond,False,120
False,False,False,0,90,IV,UrGirlsDreamBoy,diamond,False,106
False,False,False,0,84,IV,ClifflN,diamond,False,122
False,False,False,0,150,IV,brianhealsyou,diamond,False,193
False,False,False,20,49,IV,FLØCKA,diamond,False,45
False,False,False,39,98,IV,Fiora Ahega0,diamond,False,128
True,True,False,0,79,IV,gXLinda,diamond,False,133
False,False,False,41,62,IV,Immersive AF,diamond,False,98
False,False,False,18,227,IV,SpIashy,diamond,True,218
False,False,False,6,39,IV,TwTv BIanksterz,diamond,False,69
True,False,False,13,386,IV,Arkeryy,diamond,False,442
True,False,False,76,369,IV,ItzNotYoru,diamond,False,403
False,False,False,0,198,IV,Midn1ghtShade,diamond,True,219
False,False,False,47,45,IV,PVPP3T,diamond,False,87
False,True,False,91,77,IV,Warforus,diamond,False,115
False,False,False,91,73,IV,JamesonGinger,diamond,False,109
False,False,False,0,112,IV,SorakaTopOnly,diamond,False,163
False,False,False,64,182,IV,reomoi,diamond,True,214
False,False,False,8,167,IV,canigetauhhhhhh,diamond,False,211
False,False,False,19,104,IV,Konoaikoso Seigi,diamond,False,140
False,True,False,0,44,IV,WoodrowcC,diamond,False,85
False,False,False,49,207,IV,Boy1ChampDarrysˆ,diamond,False,249
False,True,False,0,32,IV,bunny pow pow,diamond,False,71
False,False,False,0,65,IV,Crioptic,diamond,False,67
False,False,False,26,109,IV,llllllllIllIl,diamond,True,141
False,False,False,9,356,IV,Susans ViJanna,diamond,True,389
False,True,False,63,37,IV,you are dog hah,diamond,False,78
False,False,False,47,114,IV,GigaP,diamond,False,144
False,False,False,28,187,IV,Alexandra Anna,diamond,True,221
False,False,False,65,58,IV,Jeon Woong,diamond,False,98
False,False,False,72,69,IV,opgg me losers,diamond,False,109
False,False,False,25,147,IV,HeelyWheeIy,diamond,True,197
False,True,False,45,197,IV,TouchFish Player,diamond,False,232
False,False,False,0,32,IV,03 23 200,diamond,False,27
False,False,False,25,90,IV,Checkm4te,diamond,True,96
False,False,False,21,14,IV,im not somang,diamond,False,27
False,False,False,41,107,IV,gin pal,diamond,True,133
False,False,False,4,48,IV,Zurstalich,diamond,False,60
True,True,False,0,53,IV,itsGAYtime,diamond,False,97
False,False,False,0,31,IV,Loli Janna,diamond,False,44
False,False,False,0,17,IV,Kami Naiif,diamond,False,48
False,True,False,0,82,IV,Muajisnow,diamond,False,125
False,False,False,12,73,IV,Farewell Friends,diamond,False,76
False,False,False,100,139,IV,irun it down sry,diamond,True,183
